energy;Reg_coef;Abs_Reg_coef;Zone
51.050100200400806;0.02558396132970653;0.02558396132970653;F1
49.048096192384776;0.025526630657894005;0.025526630657894005;F1
53.052104208416836;0.02511538647392182;0.02511538647392182;F1
47.04609218436874;0.024921502324815853;0.024921502324815853;F1
45.04408817635271;0.02415797039896861;0.02415797039896861;F1
55.054108216432866;0.02410317267218989;0.02410317267218989;F1
43.04208416833668;0.02311869296850467;0.02311869296850467;F1
57.0561122244489;0.022796547589984655;0.022796547589984655;F1
41.04008016032064;0.02155787044611959;0.02155787044611959;F1
59.05811623246493;0.02136531667900264;0.02136531667900264;F1
39.03807615230461;0.019661406825095533;0.019661406825095533;F1
61.06012024048096;0.0195290645542284;0.0195290645542284;F1
699.6993987975952;-0.017866010887514744;0.017866010887514744;F5
701.7014028056112;-0.0178250001370357;0.0178250001370357;F5
697.6973947895792;-0.017788481351433034;0.017788481351433034;F5
37.03607214428858;0.01755152968419849;0.01755152968419849;F1
63.062124248497;0.017508850947371892;0.017508850947371892;F1
703.7034068136273;-0.01716229595714788;0.01716229595714788;F5
695.6953907815632;-0.01691386191688234;0.01691386191688234;F5
705.7054108216433;-0.01667251847782919;0.01667251847782919;F5
693.6933867735471;-0.016310380795296925;0.016310380795296925;F5
707.7074148296593;-0.01567066386660674;0.01567066386660674;F5
65.06412825651303;0.015618656442449422;0.015618656442449422;F1
35.034068136272545;0.015618434700654512;0.015618434700654512;F1
691.6913827655311;-0.015285674671027302;0.015285674671027302;F5
709.7094188376753;-0.014546663811508782;0.014546663811508782;F5
689.6893787575151;-0.014138663248174954;0.014138663248174954;F5
67.06613226452906;0.013500413685999482;0.013500413685999482;F1
33.032064128256515;0.013492632529786061;0.013492632529786061;F1
711.7114228456915;-0.013058458119160043;0.013058458119160043;F5
687.687374749499;-0.012566610518104664;0.012566610518104664;F5
31.03006012024048;0.011660774581859665;0.011660774581859665;F1
713.7134268537075;-0.011583826921251516;0.011583826921251516;F5
69.06813627254509;0.01142943629909136;0.01142943629909136;F1
685.685370741483;-0.01112782856123105;0.01112782856123105;F5
715.7154308617235;-0.010304913529465345;0.010304913529465345;F5
29.02805611222445;0.009866348281891025;0.009866348281891025;F1
683.683366733467;-0.009704636043602971;0.009704636043602971;F5
71.07014028056112;0.00969144361149944;0.00969144361149944;F1
717.7174348697395;-0.008821355460431932;0.008821355460431932;F5
549.5490981963928;0.00857407752691532;0.00857407752691532;F4
681.681362725451;-0.008458657571307837;0.008458657571307837;F5
551.5511022044088;0.008311599639664559;0.008311599639664559;F4
547.5470941883768;0.008270013463499532;0.008270013463499532;F4
553.5531062124248;0.00826968928757017;0.00826968928757017;F4
377.37675350701403;0.008142311888927195;0.008142311888927195;F3
27.026052104208418;0.008127830966266503;0.008127830966266503;F1
73.07214428857716;0.008099726682299595;0.008099726682299595;F1
381.3807615230461;0.008040447648544802;0.008040447648544802;F3
379.3787575150301;0.008029114353742218;0.008029114353742218;F3
545.5450901803607;0.007995186156121246;0.007995186156121246;F4
